"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT11","WT11_ATTRIBUTES"
"US1CASN0039","PETALUMA 1.8 WSW, CA US","38.2334","-122.6563","47.9","2017-03-22",,,,,,,,,,,"0.42",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CASN0039","PETALUMA 1.8 WSW, CA US","38.2334","-122.6563","47.9","2017-03-25",,,,,,,,,,,"0.83",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CASN0039","PETALUMA 1.8 WSW, CA US","38.2334","-122.6563","47.9","2017-04-07",,,,,,,,,,,"1.29",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CASN0039","PETALUMA 1.8 WSW, CA US","38.2334","-122.6563","47.9","2017-04-08",,,,,,,,,,,"0.66",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CASN0039","PETALUMA 1.8 WSW, CA US","38.2334","-122.6563","47.9","2017-04-18",,,,,,,,,,,"0.23",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CASN0039","PETALUMA 1.8 WSW, CA US","38.2334","-122.6563","47.9","2017-04-26",,,,,,,,,,,"0.06",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CASN0039","PETALUMA 1.8 WSW, CA US","38.2334","-122.6563","47.9","2017-08-04",,,,,,,,,,,"0.00","T,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CASN0039","PETALUMA 1.8 WSW, CA US","38.2334","-122.6563","47.9","2017-11-04",,,,,,,,,,,"0.36",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CASN0039","PETALUMA 1.8 WSW, CA US","38.2334","-122.6563","47.9","2017-11-09",,,,,,,,,,,"0.51",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CASN0039","PETALUMA 1.8 WSW, CA US","38.2334","-122.6563","47.9","2017-11-13",,,,,,,,,,,"0.04",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CASN0039","PETALUMA 1.8 WSW, CA US","38.2334","-122.6563","47.9","2017-11-15",,,,,,,,,,,"0.15",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CASN0039","PETALUMA 1.8 WSW, CA US","38.2334","-122.6563","47.9","2017-11-16",,,,,,,,,,,"1.36",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CASN0039","PETALUMA 1.8 WSW, CA US","38.2334","-122.6563","47.9","2017-11-17",,,,,,,,,,,"0.18",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CASN0039","PETALUMA 1.8 WSW, CA US","38.2334","-122.6563","47.9","2017-11-27",,,,,,,,,,,"0.86",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","37.6927","-121.8144","119.8","2017-01-01","9.17",",,W",,,,,,,,,"0.00","T,,W,2400","0.0",",,H","0.0",",,H",,,"52",",,W","40",",,W",,,"  260",",,W","  220",",,W",,,"18.1",",,W","23.0",",,W",,,,,,,,,,,,,,,,
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","37.6927","-121.8144","119.8","2017-01-02","3.13",",,W",,,,,,,,,"0.11",",,W,2400",,,"0.0",",,H",,,"49",",,W","40",",,W",,,"  200",",,W","  220",",,W",,,"14.1",",,W","18.1",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","37.6927","-121.8144","119.8","2017-01-03","6.93",",,W",,,,,,,,,"0.54",",,W,2400",,,"0.0",",,H",,,"57",",,W","45",",,W",,,"  190",",,W","  190",",,W",,,"21.0",",,W","32.0",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","37.6927","-121.8144","119.8","2017-01-04","6.93",",,W",,,,,,,,,"0.82",",,W,2400","0.0",",,H","0.0",",,H",,,"57",",,W","46",",,W",,,"  200",",,W","  190",",,W",,,"21.0",",,W","29.1",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","37.6927","-121.8144","119.8","2017-01-05","4.70",",,W",,,,,,,,,"0.01",",,W,2400","0.0",",,H","0.0",",,H",,,"50",",,W","32",",,W",,,"   60",",,W","   50",",,W",,,"12.1",",,W","14.1",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","37.6927","-121.8144","119.8","2017-01-06","6.26",",,W",,,,,,,,,"0.01",",,W,2400","0.0",",,H","0.0",",,H",,,"46",",,W","28",",,W",,,"   60",",,W","   60",",,W",,,"15.0",",,W","18.1",",,W",,,,,,,,,,,,,,,,
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","37.6927","-121.8144","119.8","2017-01-07","8.05",",,W",,,,,,,,,"0.47",",,W,2400","0.0",",,H","0.0",",,H",,,"62",",,W","40",",,W",,,"  200",",,W","  210",",,W",,,"18.1",",,W","28.0",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","37.6927","-121.8144","119.8","2017-01-08","12.30",",,W",,,,,,,,,"1.15",",,W,2400","0.0",",,H","0.0",",,H",,,"65",",,W","55",",,W",,,"  190",",,W","  200",",,W",,,"23.9",",,W","33.1",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","37.6927","-121.8144","119.8","2017-01-09","8.95",",,W",,,,,,,,,"0.25",",,W,2400",,,"0.0",",,H",,,"58",",,W","49",",,W",,,"  280",",,W","  290",",,W",,,"25.9",",,W","34.0",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","37.6927","-121.8144","119.8","2017-01-10","10.74",",,W",,,,,,,,,"1.58",",,W,2400","0.0",",,H","0.0",",,H",,,"58",",,W","52",",,W",,,"  260",",,W","  260",",,W",,,"33.1",",,W","42.1",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","37.6927","-121.8144","119.8","2017-01-11","8.05",",,W",,,,,,,,,"0.07",",,W,2400",,,"0.0",",,H",,,"55",",,W","43",",,W",,,"  240",",,W","  240",",,W",,,"28.0",",,W","36.0",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","37.6927","-121.8144","119.8","2017-01-12","2.46",",,W",,,,,,,,,"0.22",",,W,2400","0.0",",,H","0.0",",,H",,,"48",",,W","39",",,W",,,"  280",",,W","  270",",,W",,,"8.9",",,W","11.0",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","37.6927","-121.8144","119.8","2017-01-13","2.91",",,W",,,,,,,,,"0.00",",,W,2400","0.0",",,H","0.0",",,H",,,"57",",,W","36",",,W",,,"   30",",,W","   30",",,W",,,"8.9",",,W","11.0",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","37.6927","-121.8144","119.8","2017-01-14","2.91",",,W",,,,,,,,,"0.00",",,W,2400","0.0",",,H","0.0",",,H",,,"56",",,W","33",",,W",,,"   50",",,W","   40",",,W",,,"14.1",",,W","16.1",",,W",,,,,,,,,,,,,,,,
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","37.6927","-121.8144","119.8","2017-01-15","2.91",",,W",,,,,,,,,"0.00",",,W,2400","0.0",",,H","0.0",",,H",,,"48",",,W","29",",,W",,,"   60",",,W","   90",",,W",,,"10.1",",,W","13.0",",,W","    1",",,W","    1",",,W",,,,,,,,,"    1",",,W",,
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","37.6927","-121.8144","119.8","2017-01-16","7.61",",,W",,,,,,,,,"0.00",",,W,2400","0.0",",,H","0.0",",,H",,,"50",",,W","32",",,W",,,"   50",",,W","   80",",,W",,,"13.0",",,W","18.1",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","37.6927","-121.8144","119.8","2017-01-17","4.03",",,W",,,,,,,,,"0.00",",,W,2400","0.0",",,H","0.0",",,H",,,"48",",,W","30",",,W",,,"   80",",,W","   70",",,W",,,"17.0",",,W","21.0",",,W","    1",",,W","    1",",,W",,,,,,,,,"    1",",,W",,
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","37.6927","-121.8144","119.8","2017-01-18","5.82",",,W",,,,,,,,,"0.76",",,W,2400",,,"0.0",",,H",,,"55",",,W","42",",,W",,,"  220",",,W","  230",",,W",,,"25.9",",,W","33.1",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","37.6927","-121.8144","119.8","2017-01-19","8.50",",,W",,,,,,,,,"0.02",",,W,2400",,,"0.0",",,H",,,"55",",,W","46",",,W",,,"  200",",,W","  230",",,W",,,"16.1",",,W","21.9",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","37.6927","-121.8144","119.8","2017-01-20","9.40",",,W",,,,,,,,,"1.01",",,W,2400",,,"0.0",",,H",,,"53",",,W","44",",,W",,,"  290",",,W","  280",",,W",,,"28.0",",,W","36.0",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","37.6927","-121.8144","119.8","2017-01-21","6.93",",,W",,,,,,,,,"0.42",",,W,2400",,,"0.0",",,H",,,"54",",,W","43",",,W",,,"  120",",,W","  110",",,W",,,"15.0",",,W","19.9",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","37.6927","-121.8144","119.8","2017-01-22","8.05",",,W",,,,,,,,,"0.61",",,W,2400",,,"0.0",",,H",,,"58",",,W","45",",,W",,,"  180",",,W","  200",",,W",,,"21.9",",,W","31.1",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","37.6927","-121.8144","119.8","2017-01-23","4.70",",,W",,,,,,,,,"0.06",",,W,2400",,,"0.0",",,H",,,"51",",,W","39",",,W",,,"  220",",,W","  200",",,W",,,"14.1",",,W","19.0",",,W",,,,,,,,,,,,,,,,
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","37.6927","-121.8144","119.8","2017-01-24","3.58",",,W",,,,,,,,,"0.00",",,W,2400","0.0",",,H","0.0",",,H",,,"51",",,W","33",",,W",,,"   60",",,W","   60",",,W",,,"15.0",",,W","19.0",",,W",,,,,,,,,,,,,,,,
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","37.6927","-121.8144","119.8","2017-01-25","2.68",",,W",,,,,,,,,"0.00",",,W,2400","0.0",",,H","0.0",",,H",,,"55",",,W","30",",,W",,,"  260",",,W","  270",",,W",,,"10.1",",,W","13.0",",,W",,,,,,,,,,,,,,,,
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","37.6927","-121.8144","119.8","2017-01-26","3.36",",,W",,,,,,,,,"0.00",",,W,2400","0.0",",,H","0.0",",,H",,,"55",",,W","36",",,W",,,"   60",",,W","   60",",,W",,,"13.0",",,W","15.0",",,W",,,,,,,,,,,,,,,,
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","37.6927","-121.8144","119.8","2017-01-27","3.80",",,W",,,,,,,,,"0.00",",,W,2400","0.0",",,H","0.0",",,H",,,"56",",,W","31",",,W",,,"   50",",,W","   60",",,W",,,"14.1",",,W","18.1",",,W",,,,,,,,,,,,,,,,
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","37.6927","-121.8144","119.8","2017-01-28","5.37",",,W",,,,,,,,,"0.00",",,W,2400","0.0",",,H","0.0",",,H",,,"57",",,W","31",",,W",,,"   60",",,W","   50",",,W",,,"17.0",",,W","21.0",",,W",,,,,,,,,,,,,,,,
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","37.6927","-121.8144","119.8","2017-01-29","4.25",",,W",,,,,,,,,"0.00",",,W,2400","0.0",",,H","0.0",",,H",,,"60",",,W","31",",,W",,,"   50",",,W","   50",",,W",,,"17.0",",,W","21.0",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","37.6927","-121.8144","119.8","2017-01-30","3.80",",,W",,,,,,,,,"0.00",",,W,2400","0.0",",,H","0.0",",,H",,,"59",",,W","33",",,W",,,"   40",",,W","   60",",,W",,,"16.1",",,W","19.9",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","37.6927","-121.8144","119.8","2017-01-31","2.91",",,W",,,,,,,,,"0.00",",,W,2400","0.0",",,H","0.0",",,H",,,"59",",,W","33",",,W",,,"   90",",,W","   90",",,W",,,"15.0",",,W","19.0",",,W","    1",",,W","    1",",,W",,,,,,,,,"    1",",,W",,
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","37.6927","-121.8144","119.8","2017-02-01","4.03",",,W",,,,,,,,,"0.00","T,,W,2400",,,"0.0",",,H",,,"56",",,W","40",",,W",,,"  280",",,W","  280",",,W",,,"18.1",",,W","23.9",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","37.6927","-121.8144","119.8","2017-02-02","3.80",",,W",,,,,,,,,"0.14",",,W,2400","0.0",",,H","0.0",",,H",,,"64",",,W","47",",,W",,,"   70",",,W","   60",",,W",,,"12.1",",,W","15.0",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","37.6927","-121.8144","119.8","2017-02-03","8.95",",,W",,,,,,,,,"0.36",",,W,2400","0.0",",,H","0.0",",,H",,,"62",",,W","51",",,W",,,"  240",",,W","  240",",,W",,,"25.1",",,W","31.1",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","37.6927","-121.8144","119.8","2017-02-04","5.59",",,W",,,,,,,,,"0.00",",,W,2400","0.0",",,H","0.0",",,H",,,"61",",,W","44",",,W",,,"  280",",,W","  180",",,W",,,"14.1",",,W","19.9",",,W",,,,,,,,,,,,,,,,
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","37.6927","-121.8144","119.8","2017-02-05","6.26",",,W",,,,,,,,,"0.12",",,W,2400",,,"0.0",",,H",,,"60",",,W","43",",,W",,,"  190",",,W","  200",",,W",,,"19.9",",,W","25.9",",,W",,,,,,,,,,,,,,,,
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","37.6927","-121.8144","119.8","2017-02-06","7.38",",,W",,,,,,,,,"0.43",",,W,2400","0.0",",,H","0.0",",,H",,,"59",",,W","52",",,W",,,"  190",",,W","  210",",,W",,,"17.0",",,W","23.0",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","37.6927","-121.8144","119.8","2017-02-07","9.40",",,W",,,,,,,,,"0.98",",,W,2400","0.0",",,H","0.0",",,H",,,"62",",,W","56",",,W",,,"  200",",,W","  210",",,W",,,"25.9",",,W","36.9",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","37.6927","-121.8144","119.8","2017-02-08","5.82",",,W",,,,,,,,,"0.22",",,W,2400","0.0",",,H","0.0",",,H",,,"65",",,W","56",",,W",,,"  220",",,W","  220",",,W",,,"15.0",",,W","19.9",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","37.6927","-121.8144","119.8","2017-02-09","9.17",",,W",,,,,,,,,"0.57",",,W,2400","0.0",",,H","0.0",",,H",,,"63",",,W","56",",,W",,,"  190",",,W","  210",",,W",,,"21.0",",,W","32.0",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","37.6927","-121.8144","119.8","2017-02-10","6.71",",,W",,,,,,,,,"0.09",",,W,2400",,,"0.0",",,H",,,"61",",,W","48",",,W",,,"  260",",,W","  270",",,W",,,"16.1",",,W","18.1",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","37.6927","-121.8144","119.8","2017-02-11","2.46",",,W",,,,,,,,,"0.00",",,W,2400","0.0",",,H","0.0",",,H",,,"62",",,W","44",",,W",,,"   99",",,W",,,,,"4.9",",,W",,,,,,,,,,,,,,,,,,
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","37.6927","-121.8144","119.8","2017-02-12","3.36",",,W",,,,,,,,,"0.00",",,W,2400","0.0",",,H","0.0",",,H",,,"63",",,W","39",",,W",,,"   90",",,W","  330",",,W",,,"13.0",",,W","16.1",",,W",,,,,,,,,,,,,,,,
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","37.6927","-121.8144","119.8","2017-02-13","2.91",",,W",,,,,,,,,"0.00",",,W,2400","0.0",",,H","0.0",",,H",,,"61",",,W","36",",,W",,,"   60",",,W",,,,,"8.9",",,W",,,,,,,,,,,,,,,,,,
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","37.6927","-121.8144","119.8","2017-02-14","4.70",",,W",,,,,,,,,"0.00",",,W,2400","0.0",",,H","0.0",",,H",,,"65",",,W","39",",,W",,,"   60",",,W","   50",",,W",,,"15.0",",,W","19.0",",,W",,,,,,,,,,,,,,,,
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","37.6927","-121.8144","119.8","2017-02-15","3.36",",,W",,,,,,,,,"0.00",",,W,2400","0.0",",,H","0.0",",,H",,,"68",",,W","44",",,W",,,"  250",",,W","  250",",,W",,,"16.1",",,W","23.9",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","37.6927","-121.8144","119.8","2017-02-16","7.16",",,W",,,,,,,,,"0.16",",,W,2400",,,"0.0",",,H",,,"64",",,W","49",",,W",,,"  210",",,W","  210",",,W",,,"21.9",",,W","30.0",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","37.6927","-121.8144","119.8","2017-02-17","9.84",",,W",,,,,,,,,"0.43",",,W,2400","0.0",",,H","0.0",",,H",,,"59",",,W","50",",,W",,,"  120",",,W","  100",",,W",,,"25.9",",,W","36.9",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","37.6927","-121.8144","119.8","2017-02-18","9.40",",,W",,,,,,,,,"0.09",",,W,2400",,,"0.0",",,H",,,"55",",,W","47",",,W",,,"  250",",,W","  250",",,W",,,"21.9",",,W","25.9",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","37.6927","-121.8144","119.8","2017-02-19","5.14",",,W",,,,,,,,,"0.11",",,W,2400","0.0",",,H","0.0",",,H",,,"57",",,W","46",",,W",,,"  190",",,W","  210",",,W",,,"13.0",",,W","19.0",",,W",,,,,,,,,,,,,,,,
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","37.6927","-121.8144","119.8","2017-02-20","7.61",",,W",,,,,,,,,"2.06",",,W,2400","0.0",",,H","0.0",",,H",,,"58",",,W","52",",,W",,,"  200",",,W","  210",",,W",,,"23.0",",,W","31.1",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","37.6927","-121.8144","119.8","2017-02-21","8.05",",,W",,,,,,,,,"1.07",",,W,2400",,,"0.0",",,H",,,"60",",,W","46",",,W",,,"  190",",,W","  200",",,W",,,"21.0",",,W","27.1",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","37.6927","-121.8144","119.8","2017-02-22","8.05",",,W",,,,,,,,,"0.00",",,W,2400","0.0",",,H","0.0",",,H",,,"56",",,W","37",",,W",,,"  280",",,W","  280",",,W",,,"21.9",",,W","27.1",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","37.6927","-121.8144","119.8","2017-02-23","3.58",",,W",,,,,,,,,"0.00",",,W,2400","0.0",",,H","0.0",",,H",,,"53",",,W","33",",,W",,,"  290",",,W","  250",",,W",,,"10.1",",,W","14.1",",,W",,,,,,,,,,,,,,,,
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","37.6927","-121.8144","119.8","2017-02-24","4.47",",,W",,,,,,,,,"0.00",",,W,2400","0.0",",,H","0.0",",,H",,,"54",",,W","30",",,W",,,"  240",",,W","  180",",,W",,,"14.1",",,W","18.1",",,W",,,,,,,,,,,,,,,,
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","37.6927","-121.8144","119.8","2017-02-25","3.80",",,W",,,,,,,,,"0.00",",,W,2400","0.0",",,H","0.0",",,H",,,"55",",,W","34",",,W",,,"   40",",,W","   70",",,W",,,"13.0",",,W","17.0",",,W",,,,,,,,,,,,,,,,
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","37.6927","-121.8144","119.8","2017-02-26","4.03",",,W",,,,,,,,,"0.05",",,W,2400","0.0",",,H","0.0",",,H",,,"57",",,W","33",",,W",,,"  280",",,W","  280",",,W",,,"19.9",",,W","23.0",",,W",,,,,,,,,,,,,"    1",",,W",,
